run_id,timestamp_utc,experiment,dbms,sf,query_id,iteration,success,elapsed_seconds,row_count,cache_before_ok,cache_before_error,cache_after_ok,cache_after_error,error
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,21,4,True,1.2533949390000316,377,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,22,4,True,0.08103778700001385,3,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,1,5,True,2.607191981000028,4,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,2,5,True,0.3313965529999905,446,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,3,5,True,0.45966814700000214,11694,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,4,5,True,0.22055244699993182,5,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,5,5,True,0.42762513699995,5,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,6,5,True,0.49016289799999413,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,7,5,True,0.5084731050000073,4,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,8,5,True,0.5768023900000117,2,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,9,5,True,1.7805708899999217,175,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,10,5,True,0.7210726460000387,38263,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,11,5,True,0.1449951829999918,979,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,12,5,True,0.6097639879999406,2,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,13,5,True,0.590393296000002,41,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,14,5,True,0.20533310999996957,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,15,5,True,0.6970389890000206,0,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,16,5,True,0.31050248700000793,18294,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,17,5,True,0.8610499750000145,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,18,5,True,2.835949602000028,9,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,19,5,True,0.056561241999929734,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,20,5,True,0.6757878920000167,162,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,21,5,True,1.2405947070000138,377,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,22,5,True,0.0810918339999489,3,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,1,6,True,2.5673636530000294,4,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,2,6,True,0.33897331100001793,446,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,3,6,True,0.46424043600006826,11694,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,4,6,True,0.2224646130000565,5,True,,True,,
