dbms,sf,query_id,threads,repetitions,mean_wall_s,median_wall_s,p95_wall_s,p99_wall_s,mean_throughput_qps,median_throughput_qps,total_success,total_errors,cache_before_failures,cache_after_failures,wall_speedup,throughput_speedup,efficiency,executions,mean_latency_s,median_latency_s,p95_latency_s,p99_latency_s,std_latency_s,min_latency_s,max_latency_s,mean_rows
mysql,10.0,5,4,20,13.588431932855746,13.58963149948977,13.82335916714219,13.854195378242878,0.2943879036007445,0.2943420745128993,80,0,0,0,1.0813660039112425,4.274858934451218,1.0687147336128044,80,13.566271189088729,13.5652777570358,13.802754714360344,13.840851043280564,0.11293111748348023,13.399578279990235,13.842296905990224,5.0
mysql,10.0,5,8,20,13.706970829344936,13.701762307493482,13.81976444539323,13.873990481877117,0.5836666198358522,0.5838667092647404,160,0,0,0,1.0720142708113123,8.475526453458276,1.0594408066822845,160,13.667610231326034,13.66625309351366,13.787851269420932,13.852055760181393,0.0846491373913657,13.536401676014066,13.862740166019648,5.0
mysql,10.0,5,16,20,16.115377731787156,16.125776555010816,16.412852383826976,16.46467551992333,0.9929566750417079,0.9922003845691088,320,0,0,0,0.9118041527297545,14.418899900119008,0.901181243757438,320,16.03345806233683,16.04253456549486,16.361265443862067,16.416932656403514,0.17719171764961783,15.682666234031784,16.435545007989276,5.0
mysql,10.0,6,1,20,14.12627480244846,13.96648667647969,14.709416683070595,14.910761219823033,0.07083439397678289,0.07159996912128735,20,0,0,0,1.0,1.0,1.0,20,14.114553945694933,13.955237723508617,14.697752817830768,14.899173350738128,0.3662992591547568,13.66569862497272,14.949528483964968,1.0
mysql,10.0,6,4,20,15.972804316857946,16.004357721481938,16.10204196734703,16.122287140673723,0.25043832708225966,0.24993193235545094,80,0,0,0,0.8843954087347937,3.535546971212104,0.883886742803026,80,15.950437211268582,15.983798011497129,16.082384455110876,16.106325497280924,0.11456733861581946,15.698843082995154,16.106855343969073,1.0
mysql,10.0,6,8,20,16.972400358246524,16.971714632498333,17.22443944560364,17.27147988275625,0.4713829780042098,0.4713728293595415,160,0,0,0,0.8323086012748224,6.654718866638616,0.831839858329827,160,16.932540893597615,16.930465417477535,17.20132425156189,17.248778662048863,0.13486139742995104,16.68520793702919,17.25562837603502,1.0
mysql,10.0,6,16,20,19.57063122065738,19.56588321304298,19.67893675621017,19.70419002403389,0.8175638751742342,0.8177499797931502,320,0,0,0,0.721809871290087,11.541905411687491,0.7213690882304682,320,19.48888805559782,19.486477519501932,19.62070941588318,19.646290972245623,0.08020580217281706,19.31381596904248,19.67516278097173,1.0
mysql,10.0,7,1,20,26.068083280845894,25.71140234201448,27.03754708559427,27.66978676271101,0.03838540671469246,0.038893306702597455,20,0,0,0,1.0,1.0,1.0,20,26.056108766249963,25.699615365010686,27.02425408186682,27.657428957960217,0.6819631351784898,25.31159749795916,27.81572267698357,4.0
mysql,10.0,7,4,20,27.86043713055551,27.851132632989902,28.07896928342234,28.117862943871295,0.1435753898344545,0.14362072999726555,80,0,0,0,0.9356667003711913,3.740363907086058,0.9350909767715145,80,27.83644273383761,27.828345084009925,28.05740744904324,28.104318847340767,0.11952262747124302,27.581423334020656,28.10568873496959,4.0
mysql,10.0,7,8,20,28.670100272403214,28.62356426450424,28.858937288459856,28.949900692107622,0.27904177727460827,0.27949000822528536,160,0,0,0,0.9092428360265651,7.269475593905894,0.9086844492382368,160,28.60823289200016,28.56983661701088,28.821599359204995,28.93017764739692,0.13082755359433146,28.37966607499402,28.94981437397655,4.0
mysql,10.0,7,16,20,31.366003913199528,31.205672758980654,31.96844088898215,31.98926534495724,0.510168857276135,0.5127273317669663,320,0,0,0,0.8310935416888044,13.29069823508896,0.83066863969306,320,31.249911078572588,31.096224345528753,31.883081806916746,31.934275012877187,0.3641544015607581,30.76119666197337,31.957448506029323,4.0
